lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
27,0,142.25861480032447,4,15,4,4,2,0,3,0
160,0,137.7,8,3,4,3,0,0,0,0
216,0,175.89047731679204,8,6,4,2,2,0,3,0
308,1,78.3,11,23,4,3,0,0,0,0
117,0,94.66155132279106,6,26,4,4,2,0,0,0
175,0,145.36381861939785,9,13,4,2,0,0,0,0
239,1,105.83767957595427,8,22,3,3,0,0,0,0
35,0,219.21047509343418,8,19,4,2,1,0,3,0
20,1,91.0,2,21,4,0,1,0,0,0
227,0,72.2341171493688,5,5,4,2,1,0,0,0
103,0,109.09655129620984,10,10,4,1,1,1,0,0
18,1,134.73090416194205,8,17,4,1,0,1,0,0
200,0,139.04379525218718,10,16,4,2,0,0,3,0
24,0,104.58485649945581,11,23,4,2,1,0,0,0
95,0,90.6738432356173,5,6,4,1,0,0,0,0
254,1,132.28883304300356,10,15,4,2,1,0,3,0
155,1,120.26640196765062,8,19,4,0,0,0,1,0
77,0,135.4084252021546,4,12,4,3,0,0,3,0
72,0,115.7043183991382,4,24,4,1,1,0,0,0
9,0,149.0,9,11,4,0,1,3,0,0
161,0,115.26673990219835,8,20,4,3,1,1,0,0
91,0,73.63070186303209,3,6,4,3,0,0,0,0
141,0,108.0,10,6,4,3,0,3,0,0
54,0,136.68455253254461,4,12,4,1,0,0,3,0
166,0,99.45,7,7,4,3,1,0,0,0
47,0,134.55010387479686,6,21,4,2,0,0,3,0
47,0,150.55891643435766,8,12,4,2,1,0,1,0
35,0,125.6959242421836,7,9,4,1,0,2,0,0
77,0,132.03020721847622,9,6,4,3,0,0,3,0
18,0,114.5576110427737,4,13,4,1,0,1,0,0
6,0,78.8255638769097,11,16,4,5,2,3,0,0
245,0,86.2680125816783,8,28,4,1,1,0,0,0
119,0,91.76664274410017,4,7,4,2,1,0,0,0
218,0,106.15774210135093,10,24,3,4,0,0,0,0
190,1,120.99733632908696,8,7,4,2,1,0,0,0
212,0,128.46990476425873,9,16,4,1,0,0,2,0
59,0,167.8510828445209,5,19,4,2,0,0,4,0
4,0,94.21656302028568,3,11,4,1,0,3,0,0
254,0,105.4591449634164,10,7,2,1,0,0,3,0
26,1,131.5809098810783,9,2,4,0,2,1,1,0
67,0,117.58667207829515,10,18,4,3,0,0,2,0
338,0,81.88249895766684,10,9,4,2,0,0,0,0
38,0,149.4,9,11,4,2,1,0,3,0
252,0,105.87923875937615,7,6,4,2,0,0,1,0
140,0,96.5083116709002,7,1,4,2,0,0,0,0
71,0,88.02798494652072,11,18,4,2,0,2,0,0
156,0,114.69419793319116,7,23,4,4,3,0,0,0
162,1,112.0,7,14,3,3,0,0,0,0
57,1,132.62015828445897,9,10,4,2,1,0,2,0
9,0,94.90427295126085,3,7,4,1,0,0,0,0
71,0,199.0703670349248,4,29,4,2,0,0,5,0
318,0,72.37432836020328,7,14,3,3,0,0,0,0
109,0,103.5,7,9,4,0,0,3,0,0
153,0,115.11737552068114,8,19,4,2,2,0,0,0
61,0,153.06854385613346,10,23,4,1,0,0,4,0
103,0,150.3,8,24,4,4,0,0,3,0
64,0,132.3,7,20,4,1,0,0,3,0
5,2,93.40549318556877,8,17,4,10,3,0,0,0
159,1,133.97403721094807,9,29,4,3,1,0,3,0
64,0,125.85386862852478,5,28,4,2,0,0,1,0
3,0,110.0,5,22,0,0,0,0,1,0
121,0,76.37303556808878,11,25,4,5,2,1,1,0
6,0,88.46713700322054,4,20,4,2,0,3,0,0
25,0,232.15430304186677,8,19,4,2,1,0,5,0
111,1,140.3793469523414,5,20,4,1,1,0,2,0
45,0,100.13683679264255,11,1,4,8,2,0,0,0
198,1,115.84760214188313,8,14,4,1,1,0,2,0
25,1,120.9199090932169,9,18,4,3,1,0,0,0
45,0,105.17820170757761,4,26,4,3,0,0,0,0
56,0,139.5,10,15,4,3,0,0,3,0
28,0,212.74148133460835,5,17,4,3,0,0,4,0
259,0,70.61863464873021,11,14,3,3,2,0,0,0
182,0,98.1,10,11,4,1,0,3,0,0
10,0,140.80731619702811,5,7,4,0,0,0,0,0
86,0,105.3,3,24,4,2,0,0,0,0
26,0,139.06949369468384,8,2,4,3,0,2,0,0
235,0,99.69055434917189,10,17,3,3,1,0,3,0
268,0,103.56092933789003,10,9,4,3,1,0,0,0
140,0,87.06977759444666,7,1,4,2,0,2,0,0
155,0,74.43914778870715,6,7,4,3,1,0,0,0
37,1,157.4893029766968,10,6,4,3,1,2,0,0
110,0,149.57927232225853,8,22,4,2,0,0,3,0
27,0,139.0,8,21,4,2,0,2,0,0
88,0,143.09913913528513,5,26,4,4,0,0,3,0
4,0,81.0,2,5,4,3,2,3,0,0
80,1,148.5549107528493,8,8,4,2,0,0,3,0
9,0,106.28032103355307,2,26,4,2,1,0,2,0
166,0,104.08308742003169,8,6,4,1,1,2,0,0
38,0,71.1,3,3,4,2,1,3,0,0
180,0,107.87530426934626,9,1,4,1,1,0,0,0
151,0,99.72643389863931,7,19,4,3,2,0,0,0
221,0,117.46237223413678,5,28,4,3,1,0,0,0
67,0,140.7755175625839,5,12,4,2,0,0,2,0
31,0,168.3,7,9,4,1,1,0,3,0
0,0,117.01966148836317,5,9,4,2,1,0,1,0
241,1,106.44020674537494,8,9,4,2,0,0,0,0
27,0,138.06894032490473,4,18,4,0,1,0,3,0
122,0,107.60074259035673,3,27,3,1,1,0,0,0
13,0,85.6543543972494,6,27,3,4,1,0,1,0
37,0,92.86239432398435,7,21,3,0,2,3,0,0
93,0,109.01515424366593,6,14,4,3,0,0,0,0
208,0,111.76483457636186,9,26,4,3,1,0,0,0
189,2,90.69139294809196,6,8,4,4,0,0,2,0
63,0,142.93601466975508,5,8,4,1,0,0,0,0
206,0,128.7,10,21,4,2,2,0,3,0
321,0,113.46034140759998,6,17,3,3,0,1,0,0
145,0,114.3,7,7,4,2,0,0,0,0
256,2,78.37761691940442,12,25,4,5,2,0,0,0
47,0,116.47266268245887,4,21,4,1,0,2,0,0
245,0,86.03999895492133,7,4,4,1,0,2,0,0
98,0,84.02615435206097,4,1,4,4,2,2,0,0
57,0,125.1,9,9,4,1,0,3,0,0
158,1,132.9764644715145,8,28,4,3,1,0,3,0
155,0,113.08524293083394,7,14,3,3,0,0,0,0
46,0,149.79353532412821,7,27,4,2,0,0,3,0
211,0,84.51239635901143,5,30,4,3,0,0,0,0
38,0,125.93757136787262,6,21,4,0,1,1,0,0
179,0,108.9,10,1,4,1,2,0,0,0
67,0,88.45762341805832,4,2,4,1,2,0,0,0
42,0,113.1069069898124,10,2,4,1,1,0,0,0
47,0,76.5,3,16,4,1,0,0,0,0
24,0,119.64346681126679,7,7,4,1,1,1,0,0
0,0,159.42025063262432,6,21,4,1,0,1,0,0
4,0,170.25061699501668,9,9,3,1,0,0,3,0
36,0,125.63686584460665,9,5,4,1,1,0,0,0
61,1,139.34,7,18,3,8,3,0,4,0
174,0,85.72674504747795,7,5,4,2,1,2,0,0
125,1,76.33425088913374,8,7,4,2,1,0,0,0
216,0,177.21964537402857,9,6,4,2,2,0,3,0
291,0,112.20468857813695,7,20,3,2,0,1,0,0
104,0,150.3,8,24,4,3,0,0,3,0
5,0,127.0,6,11,4,2,1,0,0,0
179,0,85.5,8,26,4,2,0,3,0,0
3,0,89.99783648432185,3,7,4,1,0,3,0,0
216,1,158.9269750501905,8,7,4,3,1,0,4,0
288,0,69.40010937391686,9,19,4,3,1,0,0,0
19,0,97.2120378959485,9,27,4,2,0,0,0,0
296,0,73.32194424144916,7,10,3,2,0,1,0,0
60,0,88.69550521499465,11,10,4,2,0,1,0,0
185,0,79.11356165325756,11,15,4,2,1,2,0,0
180,1,89.85131315742959,9,26,4,2,0,0,0,0
0,0,209.217052774785,8,14,4,1,0,0,3,0
206,1,127.65668996776725,9,8,4,3,0,0,1,0
210,0,122.02966560385805,8,29,4,3,0,0,0,0
100,0,95.60754919090131,5,17,3,2,0,0,0,0
165,0,78.0817978545046,9,2,4,0,1,1,0,0
27,0,214.84281531000323,5,17,4,3,0,0,5,0
286,1,117.0,9,16,3,2,0,1,0,0
124,1,137.70682053201878,7,20,4,1,1,0,3,0
14,0,87.90906939540551,10,7,4,0,0,1,0,0
104,1,108.0,10,17,4,2,1,3,0,0
117,0,188.1067556164732,5,23,4,4,0,0,4,0
154,1,136.99079124201617,7,17,4,1,1,0,3,0
69,0,149.4,9,16,4,1,0,0,3,0
177,1,127.68863913617658,8,11,4,2,0,0,1,0
87,0,127.08787723393135,4,23,4,1,1,0,0,0
20,0,150.69687064805808,7,15,4,2,0,0,0,0
18,0,130.40671540808938,3,13,4,2,2,0,2,0
185,1,90.19155497244772,7,10,4,4,0,1,0,0
3,1,92.06630544085202,3,7,4,3,1,3,0,0
82,0,142.79272119000586,6,13,4,1,0,2,0,0
72,1,100.0,9,14,2,1,0,3,0,0
151,1,143.35737225350434,11,29,4,2,0,0,0,0
157,0,124.82700416579125,6,6,4,3,0,0,1,0
49,0,125.56341292258385,10,26,4,2,1,0,3,0
25,0,153.1058092979539,4,10,4,1,1,0,3,0
18,0,114.35201685708147,4,13,4,2,0,3,0,0
55,0,177.3,4,16,4,1,2,0,5,0
147,2,76.5,7,6,4,1,1,0,0,0
112,0,102.86877763204174,7,1,3,1,0,0,0,0
57,0,126.19181756083947,6,3,4,1,0,0,3,0
23,1,78.56022124620718,2,11,4,2,1,3,0,0
69,0,107.62166957737549,4,22,4,2,0,0,0,0
27,0,167.54050112386116,7,28,4,2,0,0,4,0
173,0,82.43609997341237,7,11,4,3,0,3,0,0
83,1,76.5,7,6,4,4,1,0,0,0
100,0,78.3,3,14,4,2,0,0,0,0
87,1,87.12739254067186,3,25,4,2,0,2,0,0
181,1,103.21526232955966,7,24,4,4,0,0,3,0
12,0,109.33404045799996,3,2,4,3,0,0,3,0
0,0,87.15239701113538,2,25,4,2,0,0,0,0
159,0,146.99248565859824,7,7,4,1,0,0,3,0
80,0,96.44587790869825,3,3,4,3,0,0,3,0
253,1,94.63565157770465,9,24,3,3,1,0,0,0
130,0,118.87716477773492,10,8,4,1,1,0,0,0
114,0,188.7743672672727,6,15,4,3,0,0,3,0
257,1,77.46822388509736,12,25,4,4,1,0,0,0
179,0,120.53928313117254,9,2,4,4,2,0,0,0
106,1,139.41449964347123,10,24,4,0,1,0,3,0
35,0,125.42088167665733,6,24,4,0,1,2,0,0
165,2,123.3,10,27,4,2,1,0,3,0
5,0,263.02791287427175,5,17,4,1,0,0,1,0
179,1,120.18001670938196,9,10,3,2,0,0,0,0
37,0,208.35247112504825,8,11,4,2,2,0,5,0
64,0,141.0208729148391,5,27,4,1,0,0,3,0
305,0,76.0724531822762,10,21,4,2,0,0,0,0
75,1,135.0,10,12,4,4,2,0,0,0
4,0,83.93246568914596,3,14,3,1,1,2,0,0
108,0,94.35529080772558,5,7,4,2,2,3,0,0
40,0,76.08715618531383,2,15,4,1,0,0,0,0
128,0,119.16806176017477,6,19,4,2,1,0,0,0
349,0,90.0,10,4,3,5,1,0,0,0
155,1,122.64400702661874,10,30,4,3,1,0,3,0
102,1,108.46052451437599,10,9,4,0,0,2,0,0
115,0,97.23446205059628,6,1,4,1,1,0,0,0
41,0,129.62597736928876,9,18,4,0,2,0,0,0
18,0,47.857220571450625,5,21,3,2,1,0,0,0
47,1,77.8826190579759,11,11,4,2,1,3,0,0
187,0,80.53432249420584,6,1,3,3,0,0,0,0
143,0,129.6,9,21,4,3,1,0,0,0
66,0,86.14293705688576,4,2,4,1,2,2,0,0
127,0,134.4814282141221,10,11,4,4,0,0,3,0
167,2,120.34723863213239,8,2,4,3,0,0,1,0
14,0,125.73519736749783,4,7,4,3,0,0,3,0
16,0,235.03286454125367,8,18,4,8,3,0,5,0
136,0,90.8540184074351,5,28,4,3,0,0,0,0
0,0,133.4240487545613,9,3,4,2,0,0,0,0
45,0,67.5,3,7,4,1,0,3,0,0
140,0,112.12904465945971,7,28,4,2,1,0,3,0
102,0,72.25,9,18,3,3,1,0,0,0
54,0,73.34154375043504,10,13,4,3,2,1,0,0
67,0,85.8009838241501,3,19,4,1,2,3,0,0
197,1,115.32126924394193,8,15,3,3,0,2,0,0
71,0,86.69420046487708,4,20,4,1,1,3,0,0
145,0,118.8,8,22,4,2,1,1,1,0
81,0,99.43290638635465,3,23,4,3,1,0,3,0
141,0,98.54301087080816,6,1,4,2,1,0,0,0
97,0,132.27642310262954,5,18,4,3,0,2,0,0
31,0,79.41137460833893,10,16,3,2,0,0,0,0
57,0,119.03796087874785,5,10,4,3,1,0,0,0
39,0,168.85904533044027,6,27,4,2,0,0,2,0
116,0,60.22117837278108,2,28,3,1,2,0,0,0
51,0,109.8,8,29,4,2,0,0,0,0
103,1,108.52626705904798,10,9,4,0,0,2,0,0
256,1,115.0,6,15,3,1,0,1,0,0
134,1,80.62664016267819,9,13,4,3,1,0,0,0
20,0,90.56305150759627,2,5,4,1,0,0,0,0
161,0,111.91625704611434,7,14,4,3,0,0,0,0
106,0,85.41854534620373,4,26,4,4,0,3,0,0
9,0,148.64964915775965,3,22,4,1,1,0,0,0
38,0,67.5,2,14,4,0,1,0,0,0
257,0,106.2,8,28,4,1,0,0,0,0
169,0,105.7106390986591,5,22,4,1,1,0,0,0
209,1,96.26365579772587,10,19,4,3,0,0,0,0
39,0,138.13095434063447,4,23,4,3,1,0,3,0
308,0,73.50779848957295,11,27,4,3,1,2,0,0
36,0,139.6764775641829,7,25,4,2,1,0,3,0
122,0,85.0,4,15,3,2,0,0,0,0
205,0,116.20519096971313,9,15,4,1,0,2,0,0
158,0,85.72697471518245,7,25,4,1,0,3,0,0
70,0,66.7532981093528,3,12,4,1,2,3,0,0
31,0,157.42381688323644,9,17,4,1,2,0,4,0
177,0,82.30207481320832,7,26,4,2,0,0,2,0
87,0,79.03116423348013,7,13,3,2,1,0,1,0
110,0,114.51698582058056,12,26,4,3,0,0,1,0
85,0,61.63360791688403,5,10,4,6,2,0,0,0
214,1,128.99694209766875,8,26,4,1,1,0,2,0
19,0,64.03511533142327,11,22,2,1,1,0,0,0
98,0,108.0,10,16,3,2,0,1,0,0
53,0,140.55636789357183,5,17,4,2,0,0,3,0
39,0,77.06838077324517,2,11,4,2,1,0,0,0
12,0,159.0,4,8,4,3,2,0,3,0
5,0,98.67460397647295,7,13,3,3,0,0,0,0
131,0,114.09770334264417,6,13,4,3,1,0,1,0
40,0,89.80507332395074,4,27,4,0,1,1,1,0
81,0,74.88765572862447,8,14,4,2,0,0,0,0
191,2,105.8055550577712,8,6,4,2,1,1,0,0
88,0,132.3,10,17,4,3,1,0,3,0
199,0,82.17920145715057,8,25,4,3,2,3,0,0
61,0,119.75945886787376,4,15,4,1,1,0,3,0
106,0,94.5,7,25,4,1,0,3,0,0
38,0,136.43849164475554,7,14,4,0,1,0,0,0
194,1,150.65513614631845,9,18,4,3,1,0,0,0
91,0,140.60611139067893,5,13,4,2,1,0,3,0
67,0,140.94542163612525,5,12,4,2,0,0,2,0
54,0,79.16289485668682,10,10,3,1,0,2,0,0
115,0,89.25,5,14,4,3,1,2,0,0
24,0,221.0,5,18,4,1,0,0,5,0
50,0,139.651688431681,9,2,4,2,1,0,3,0
58,0,178.4849984981852,5,16,4,1,0,0,5,0
166,0,99.50636446224956,7,23,4,4,1,0,0,0
148,1,114.3,6,4,4,1,0,0,3,0
22,0,93.14720264305996,7,5,4,0,0,0,0,0
15,0,84.89203703349797,8,27,4,4,2,0,0,0
120,0,126.17214296850295,8,13,4,3,1,0,3,0
18,1,140.0,9,29,4,1,1,0,1,0
185,1,112.86713902039078,7,3,4,5,1,0,3,0
24,0,221.0,5,17,4,2,0,0,5,0
25,0,157.91907395722075,5,20,4,2,0,0,3,0
17,0,98.13133822612025,6,29,4,2,2,0,0,0
125,0,72.7085594542314,9,11,4,2,0,1,0,0
184,1,128.9719529229397,9,16,4,3,1,0,3,0
62,0,69.05646101477541,6,7,4,7,1,3,0,0
77,0,90.19302630597055,4,14,4,1,0,0,0,0
219,1,149.4752358539543,9,14,4,1,0,0,0,0
186,0,18.397010831313796,8,24,4,3,1,0,0,0
41,0,126.9,5,8,4,1,0,0,0,0
418,0,83.73153787513901,9,26,3,2,1,0,0,0
228,1,118.90066326047899,8,16,4,2,0,0,0,0
349,0,77.98529729026133,10,4,4,3,0,0,0,0
236,0,88.85100815958177,8,13,4,2,0,0,0,0
214,0,105.53503711289241,9,25,3,2,0,0,0,0
108,0,159.3,5,18,4,2,0,0,1,0
97,0,79.97723088175016,10,25,4,2,0,3,0,0
3,0,139.48630710678077,6,23,4,1,1,0,0,0
35,0,70.56017397136672,2,8,4,4,1,3,0,0
241,1,102.58376811524138,9,3,4,2,1,0,2,0
194,0,100.07226947829798,7,3,4,3,0,0,0,0
211,0,119.85,9,18,4,3,2,0,0,0
18,0,114.7367672819455,3,14,4,1,0,2,0,0
11,0,158.87231188518328,5,2,4,1,0,0,0,0
104,0,95.49902669887679,7,18,3,1,2,1,0,0
115,0,104.61552490365048,5,18,4,1,0,0,0,0
174,0,148.519265570636,9,10,4,1,2,0,0,0
99,0,91.42454451186231,9,25,4,3,1,3,0,0
4,0,105.02893162401884,2,16,4,2,0,1,1,0
168,1,113.05818469651201,7,18,4,2,0,0,3,0
11,0,96.22728011804126,8,11,2,6,3,0,0,0
61,0,123.2733147769354,5,27,4,3,0,0,3,0
44,0,212.247127739048,3,17,4,3,1,0,5,0
114,0,132.41190401891765,8,25,4,1,1,0,2,0
72,0,88.45764144568469,9,16,3,2,0,0,0,0
5,1,138.40689038106117,6,29,4,1,0,3,0,0
163,0,107.6357663846537,7,6,4,4,2,0,0,0
30,1,77.99358861838543,11,23,4,3,0,0,0,0
7,0,57.03648003674872,4,2,2,2,0,0,0,0
35,0,160.4258218430968,2,25,4,2,0,0,4,0
110,0,119.99726124396271,10,10,3,0,1,0,3,0
102,0,96.30997668563684,7,25,3,3,0,0,0,0
40,0,94.86661638363066,10,1,4,2,0,1,0,0
89,0,88.1194731376196,4,2,3,1,1,0,0,0
80,0,76.5,7,6,4,5,2,0,0,0
348,0,127.96775506161958,9,5,3,2,0,0,0,0
105,0,150.3,8,24,4,3,0,0,3,0
36,0,140.4,4,28,4,1,0,0,3,0
259,0,89.0184209635148,9,5,3,3,0,0,0,0
168,1,120.7386830940265,8,3,4,3,0,0,0,0
40,0,140.56225855407925,3,25,4,1,0,0,2,0
163,2,123.3,10,26,4,3,0,0,3,0
128,0,117.20913915979106,7,9,4,2,0,3,0,0
58,0,177.9942587701709,3,25,4,4,1,0,5,0
163,2,105.3,8,4,4,1,0,0,0,0
101,0,132.4466494987157,7,28,4,1,0,0,0,0
64,0,213.4851658792038,5,11,4,5,2,0,4,0
64,0,149.4,9,16,4,1,0,0,3,0
62,0,95.38248524129902,4,21,3,1,1,1,0,0
49,0,98.1475886634367,4,11,4,2,1,0,0,0
21,0,119.02055163906081,9,26,4,2,1,3,0,0
175,0,96.15302352352221,7,27,4,1,1,0,0,0
30,0,126.9,5,22,4,1,0,0,0,0
211,0,77.3872317243185,10,18,4,1,0,0,0,0
27,0,94.83427289315115,3,18,4,0,1,0,0,0
213,0,121.3096890084867,8,20,4,5,2,0,0,0
21,0,116.40836803880966,10,5,4,2,0,1,1,0
22,1,139.0,8,21,4,0,1,3,0,0
162,0,115.0,10,14,3,1,1,0,0,0
24,0,79.0,2,19,4,1,1,3,0,0
143,0,121.47046092212084,7,19,4,3,0,0,2,0
13,0,178.2547295558927,4,23,4,1,1,0,3,0
118,0,151.81134571470798,8,25,4,1,1,0,0,0
151,0,119.86044060577566,6,15,3,4,1,0,2,0
229,0,111.33688185228779,9,5,3,4,0,0,0,0
79,1,76.5,7,2,4,2,0,0,0,0
134,0,105.3,5,5,4,2,0,0,0,0
276,0,94.96505998530345,6,15,4,1,1,0,0,0
33,0,96.40992144239591,3,6,4,1,1,0,1,0
156,0,132.09629931579101,6,27,4,3,0,0,2,0
78,0,87.64300700254287,3,23,4,3,0,1,0,0
70,0,127.8,5,27,4,0,0,0,3,0
45,1,67.34232657069418,2,24,4,3,0,2,0,0
72,0,67.84404926723964,5,7,4,3,0,0,0,0
181,1,120.0,10,11,3,1,0,0,0,0
44,0,69.13071933875503,2,11,4,2,0,3,0,0
39,0,130.70041600270636,3,16,4,2,1,0,3,0
347,0,118.72053478035343,9,8,3,3,0,0,0,0
230,0,134.97054292490813,8,4,3,3,0,0,0,0
101,0,70.05735901562419,4,4,3,1,0,0,0,0
249,0,91.49559553638817,10,28,4,2,1,0,0,0
170,1,128.77256471948837,7,25,4,1,0,0,3,0
91,0,139.01122529627534,7,16,4,3,0,0,3,0
198,0,85.39776131607604,8,28,4,0,1,3,0,0
235,0,177.431953527698,6,17,3,1,0,0,4,0
264,0,109.06948346659155,6,23,4,2,0,0,0,0
86,0,105.3,3,25,4,2,1,0,3,0
159,0,103.18628386002278,6,12,4,1,2,0,0,0
308,0,90.29849055520877,11,2,3,3,0,0,1,0
99,0,75.68720598303425,3,15,4,3,0,0,0,0
133,0,113.68071455768303,10,26,4,3,1,0,3,0
115,0,104.57430462451461,5,4,4,2,0,0,0,0
6,0,139.0,7,7,4,4,1,3,0,0
79,0,105.58948823022085,4,14,4,2,1,0,3,0
44,0,107.28144633742615,10,1,4,3,0,0,0,0
1,0,70.92826795163516,8,12,2,1,0,0,0,0
274,0,61.30162334987415,4,14,3,3,1,0,0,0
224,1,119.0497416913812,9,14,4,3,0,0,0,0
105,0,105.57760788861796,6,27,4,1,1,0,0,0
220,2,106.73676104956527,9,29,3,1,0,0,0,0
51,0,125.23306045373268,7,18,4,2,0,2,0,0
199,0,86.5,7,19,4,0,0,0,1,0
195,1,90.22694430648383,9,20,4,4,0,1,0,0
142,0,70.1636182849103,8,13,3,4,1,0,0,0
71,0,138.02291288387931,5,1,4,1,2,0,3,0
253,0,79.07608827235616,12,28,4,5,2,0,0,0
0,1,178.84255329269266,5,23,4,1,0,0,3,0
262,0,100.3,9,10,4,3,0,0,0,0
34,0,81.9,3,9,4,1,0,0,0,0
205,0,80.75,8,6,4,2,1,3,0,0
35,0,77.2527913751817,12,4,4,5,1,3,0,0
48,0,76.5,3,14,4,1,0,0,0,0
180,0,87.74023462185819,8,27,4,1,1,0,0,0
177,1,127.62583021083167,8,10,4,2,0,0,1,0
279,0,73.57812285585022,8,4,3,2,0,0,0,0
116,0,114.3,7,7,4,2,0,0,0,0
17,0,109.68771869474061,4,15,1,6,2,0,2,0
57,0,107.95211310671911,3,21,4,2,1,0,0,0
45,0,97.29921507979462,11,1,4,8,2,0,0,0
38,0,77.68230452817507,2,11,4,2,1,0,0,0
262,0,74.26229286902071,12,25,4,3,1,0,0,0
208,0,110.91527852397087,9,29,4,3,1,0,0,0
147,0,97.1835188306117,8,25,4,2,1,0,0,0
185,1,80.52031910653042,8,13,4,1,0,0,0,0
1,0,65.0,3,13,2,0,0,0,0,0
81,0,108.84847202094883,4,24,4,3,1,0,2,0
3,0,79.04716767281623,8,17,2,5,2,0,0,0
36,0,131.4,6,1,4,1,0,0,3,0
173,2,166.88248560885302,8,3,4,2,0,0,3,0
28,1,113.72027241252722,8,11,4,4,1,0,0,0
141,0,130.14931506515603,8,18,4,6,1,0,0,0
7,1,129.0,8,19,4,1,0,3,0,0
217,0,168.3,8,27,4,1,0,0,5,0
108,0,142.16498166714325,6,2,4,1,0,0,0,0
14,0,234.7266412495904,9,7,4,3,1,0,5,0
62,0,66.7185445128958,4,16,4,4,2,0,0,0
166,0,98.30091499013379,7,7,4,3,1,0,0,0
14,0,88.64002978394387,2,4,4,6,2,0,0,0
0,0,75.565171951112,7,22,2,1,0,0,0,0
142,1,170.87438457801542,8,28,4,1,0,0,3,0
6,0,197.56965679033584,4,8,4,3,0,0,5,0
175,0,96.38560788126192,7,27,4,1,1,0,0,0
187,0,130.00742283303484,6,15,3,2,0,0,0,0
95,0,232.7541398197412,10,21,4,3,1,1,5,0
265,1,111.15273563121714,6,24,3,2,0,1,0,0
193,1,100.94430422044198,6,22,4,2,0,0,0,0
76,0,78.07585257671836,3,30,4,3,0,2,0,0
36,1,161.5606194616631,8,22,4,3,0,0,3,0
101,0,108.0,10,2,4,1,1,3,0,0
191,0,94.79011843394618,8,21,4,2,1,2,0,0
193,0,93.82468553926414,9,28,4,2,0,0,0,0
255,0,106.24746901974578,9,15,4,2,0,0,0,0
32,0,157.5,10,5,4,3,0,0,3,0
57,0,87.5138211373324,10,11,3,2,0,2,0,0
146,0,117.81790329204622,7,3,4,7,2,0,3,0
21,0,138.23536276296667,8,1,4,3,0,3,0,0
133,1,89.78002351973353,10,3,4,4,0,0,0,0
100,0,80.681591803016,4,3,4,2,1,0,0,0
146,0,119.32756629535501,6,29,4,9,3,0,3,0
117,0,148.1251791405317,6,14,4,3,0,0,3,0
271,0,94.62579679996338,6,25,3,2,1,0,0,0
67,1,139.0260053749262,4,20,4,1,0,0,3,0
58,0,132.2259596205515,9,4,4,5,1,0,3,0
22,0,135.22529328540278,3,22,4,1,0,0,0,0
140,0,116.65586794770418,7,3,3,4,1,0,3,0
152,1,148.0793653451901,8,14,4,1,1,0,3,0
154,0,100.42100584157684,8,23,3,2,0,0,0,0
151,1,105.3,7,19,4,1,0,0,0,0
27,0,123.27026213975103,9,1,4,2,0,0,0,0
23,0,135.8314752344065,3,26,4,2,1,0,0,0
47,1,75.7753280060107,11,11,4,3,2,3,0,0
181,0,184.11812421134218,8,15,4,5,0,1,3,0
62,0,105.3,5,22,4,1,1,0,0,0
37,0,208.83212192501347,6,11,4,1,1,0,5,0
25,0,128.4713578092269,10,3,4,0,1,3,0,0
41,0,88.90849855090502,4,21,4,1,0,3,0,0
174,1,104.98261761125006,8,6,4,1,0,0,0,0
156,1,111.4653222618439,7,15,3,3,1,0,0,0
1,1,158.39605567432596,8,17,4,1,0,3,0,0
259,0,66.48941322529289,9,23,4,7,3,0,0,0
279,0,73.95,11,18,4,4,0,0,0,0
152,0,130.14057309000677,8,16,3,1,0,0,0,0
3,0,89.0,3,7,4,1,0,3,0,0
153,0,140.73941935568274,10,29,4,2,0,0,1,0
164,0,99.96136718846249,9,1,3,2,0,0,0,0
58,0,94.0028718978981,9,25,4,2,0,1,0,0
179,0,140.5816113536403,9,6,4,2,0,0,3,0
252,1,100.3,9,9,4,3,1,0,0,0
275,0,62.8,6,4,3,1,1,0,0,0
102,0,138.25207523674138,6,1,4,1,2,0,1,0
76,0,63.908160974952075,4,10,4,4,0,2,0,0
112,0,99.95909700653486,5,2,3,1,0,0,0,0
108,0,63.33410927743359,9,6,4,1,0,0,0,0
81,0,149.40036934173128,8,8,4,3,0,0,3,0
11,1,151.9705769510768,8,16,4,1,0,0,0,0
77,0,99.28212795483707,4,26,3,1,0,0,1,0
177,0,82.15694265986617,7,26,4,2,0,1,1,0
85,0,95.3777648103669,5,13,4,3,0,1,0,0
100,0,150.75570388698213,9,21,4,3,0,0,3,0
125,0,140.2173105875427,8,20,4,2,1,0,3,0
131,0,79.30477378462933,7,19,4,3,2,0,0,0
74,0,112.39399206750086,10,22,3,1,1,0,3,0
73,0,146.75494140483465,7,2,4,8,3,0,3,0
99,0,67.52495362871046,8,27,3,2,2,0,0,0
277,0,79.89149172041834,9,5,3,4,1,0,0,0
285,0,88.88932825349211,10,16,4,0,1,0,0,0
304,0,104.03956275729928,9,13,3,3,1,0,1,0
158,1,127.19040683918685,8,16,4,1,0,0,0,0
242,0,88.79601393654879,8,19,4,2,1,0,0,0
44,0,99.0,8,30,4,2,0,3,0,0
133,0,94.5,5,15,4,2,0,3,0,0
31,1,130.5,7,25,4,1,0,0,0,0
100,0,79.70777782275854,10,30,4,1,2,3,0,0
52,0,140.00303355167048,7,17,4,3,0,0,3,0
